	944c32ab-2edb-486a-92db-fecd68f690af
	tumor
SMYD3	2.476514242
SMYD3-IT1	0
SMYD4	2.009106948
SMYD5	24.33372656
SNAI1	1.746511974
SNAI1P1	0
SNAI2	56.11445361
SNAI3	0.406867893
SNAI3-AS1	0.304790313
SNAP23	8.539950187
SNAP23P1	0.306922992
SNAP25	0.119953222
SNAP25-AS1	0
SNAP29	6.468496562
SNAP47	8.085788277
SNAP47-AS1	0.073675894
SNAP91	0.026488317
SNAPC1	13.13343822
SNAPC2	10.50750864
SNAPC3	10.74634561
SNAPC4	8.10791301
SNAPC5	15.74861141
SNAPC5P1	0
SNAPIN	40.66928432
SNCA	5.473689418
SNCA-AS1	0.058921003
SNCAIP	0.663121266
SNCB	0.301108898
SNCG	7.447374419
SND1	42.45594924
SND1-IT1	0.142018378
SNED1	0.41662222
SNF8	11.00787757
SNHG1	50.34207139
SNHG10	6.185168949
SNHG11	5.627612547
SNHG12	4.866597141
SNHG14	0.424588135
SNHG15	47.20925023
SNHG16	4.116385689
SNHG17	11.53168192
SNHG18	0.786893289
SNHG19	27.44896679
SNHG20	7.894161735
SNHG21	3.609041301
SNHG22	0.232944253
SNHG25	1.448499877
SNHG26	1.369995816
SNHG27	0
SNHG28	1.750970513
SNHG3	6.427363875
SNHG4	5.906434987
SNHG5	39.2558242
SNHG6	96.53331123
SNHG7	16.21273909
SNHG8	72.58545877
SNHG9	6.029282157
SNIP1	3.130514055
SNN	13.10816946
SNORA1	0
SNORA10	0
SNORA108	0
SNORA10B	0
SNORA11	0.589867626
SNORA11B	0.195098336
SNORA11C	0
SNORA11D	0
SNORA11E	0
SNORA11F	2.949338129
SNORA12	0.171208744
SNORA13	0.189230717
SNORA14A	0.559281897
SNORA14B	2.609982186
SNORA15	0
SNORA15B-1	1.304991093
SNORA15B-2	0.372854598
SNORA16A	0
SNORA16A	0
SNORA16B	0.559281897
SNORA17A	0
SNORA17B	0
SNORA17B	0
SNORA18	0
SNORA19	0
SNORA1B	0
SNORA20	0
SNORA20B	0
SNORA21	0
SNORA21B	0
SNORA22	0.563455643
SNORA22B	0.364749063
SNORA22C	0
SNORA23	0.414851957
SNORA24	0
SNORA24B	0
SNORA25	0
SNORA25B	0
SNORA26	1.856632527
SNORA27	0
SNORA28	0.998717673
SNORA29	0
SNORA2A	1.118563794
SNORA2B	0.183705733
SNORA2C	0.183705733
SNORA30	0
SNORA30B	0
SNORA31	2.516768537
SNORA32	0
SNORA33	10.45426931
SNORA35	0
SNORA35B	0
SNORA36A	0
SNORA36B	0.576359207
SNORA36C	0
SNORA37	0
SNORA38	0.762657132
SNORA38B	0.576359207
SNORA3A	0
SNORA3B	0.576359207
SNORA3C	0.201341483
SNORA4	0
SNORA40	0
SNORA40B	0
SNORA40C	0
SNORA41	0
SNORA41B	0
SNORA44	0
SNORA46	0.186427299
SNORA47	0.547123595
SNORA48	0
SNORA48B	0
SNORA49	0.18505651
SNORA50A	0
SNORA50A	0
SNORA50B	0
SNORA50B	0
SNORA50C	0
SNORA50D	0
SNORA50D	0
SNORA51	0
SNORA52	0
SNORA53	0.707525291
SNORA54	0.204615328
SNORA55	0.745709196
SNORA56	0
SNORA57	0
SNORA58	0.918528663
SNORA58B	0.55516953
SNORA59A	0.993461264
SNORA59B	0
SNORA5A	1.878185475
SNORA5B	0
SNORA5C	9.736403828
SNORA6	0
SNORA60	3.944189498
SNORA61	0
SNORA62	0
SNORA63	0
SNORA63C	0
SNORA63D	0.190664283
SNORA64	0
SNORA65	3.871951595
SNORA66	1.703076453
SNORA67	0
SNORA68	0
SNORA68B	1.703076453
SNORA69	0
SNORA70	0
SNORA70B	0
SNORA70C	0
SNORA70D	0
SNORA70E	0
SNORA70F	0
SNORA70G	0
SNORA70H	0.186427299
SNORA70I	0.186427299
SNORA70J	0
SNORA71A	3.00509676
SNORA71B	1.29539557
SNORA71C	5.446737878
SNORA71D	1.126911285
SNORA71E	0
SNORA72	0
SNORA73A	0
SNORA73B	1.48045208
SNORA74A	0
SNORA74B	0
SNORA74C-1	0.125212365
SNORA74C-2	0
SNORA74D	0
SNORA75	0.73482293
SNORA75B	0
SNORA77	1.208048898
SNORA77B	0
SNORA78	0
SNORA79	0
SNORA79B	0.170051928
SNORA7A	0
SNORA7B	0.181062485
SNORA8	0
SNORA80A	0
SNORA80B	0
SNORA80C	0
SNORA80D	0.186427299
SNORA80E	0.551117198
SNORA81	0
SNORA84	0.378461434
SNORA9	0
SNORA9B	1.324615019
SNORC	0.660158324
SNORD10	0
SNORD100	1.986922529
SNORD101	2.068576879
SNORD102	0
SNORD104	19.77460993
SNORD105	0.296090416
SNORD105B	0
SNORD107	0
SNORD108	0
SNORD109A	0
SNORD109B	0
SNORD11	0.898845906
SNORD110	0
SNORD111	0
SNORD111B	0
SNORD112	0
SNORD113-1	0
SNORD113-2	0
SNORD113-3	0
SNORD113-4	0
SNORD113-5	0
SNORD113-6	0
SNORD113-7	0
SNORD113-8	0
SNORD113-9	0
SNORD114-1	0
SNORD114-10	0
SNORD114-11	0
SNORD114-12	0
SNORD114-13	0
SNORD114-14	0
SNORD114-15	0
SNORD114-16	0
SNORD114-17	0
SNORD114-18	0
SNORD114-19	0
SNORD114-2	0
SNORD114-20	0
SNORD114-21	0
SNORD114-22	0
SNORD114-23	0
SNORD114-24	0
SNORD114-25	0
SNORD114-26	0
SNORD114-27	0
SNORD114-28	0
SNORD114-29	0
SNORD114-3	0
SNORD114-30	0
SNORD114-31	0
SNORD114-4	0
SNORD114-5	0
SNORD114-6	0
SNORD114-7	0
SNORD114-9	0
SNORD115-1	0
SNORD115-10	0
SNORD115-11	0
SNORD115-12	0
SNORD115-13	0
SNORD115-14	0
SNORD115-15	0
SNORD115-16	0
SNORD115-17	0
SNORD115-18	0
SNORD115-19	0
SNORD115-2	0
SNORD115-20	0
SNORD115-21	0
SNORD115-22	0
SNORD115-23	0
SNORD115-24	0
SNORD115-25	0
SNORD115-26	0
SNORD115-27	0
SNORD115-28	0
SNORD115-29	0
SNORD115-3	0
SNORD115-30	0
SNORD115-31	0
SNORD115-32	0
SNORD115-33	0
SNORD115-34	0
SNORD115-35	0
SNORD115-36	0
SNORD115-37	0
SNORD115-38	0
SNORD115-39	0
SNORD115-4	0
SNORD115-40	0
SNORD115-41	0
SNORD115-42	0
SNORD115-43	0
SNORD115-44	0
SNORD115-45	0
SNORD115-46	0
SNORD115-47	0
SNORD115-48	0
SNORD115-5	0
SNORD115-6	0
SNORD115-7	0
SNORD115-8	0
SNORD115-9	0
SNORD116-1	0
SNORD116-10	0
SNORD116-11	0.273561797
SNORD116-12	0
SNORD116-13	0.273561797
SNORD116-14	0
SNORD116-15	0
SNORD116-16	0
SNORD116-17	0
SNORD116-18	0
SNORD116-19	0
SNORD116-2	0
SNORD116-20	0
SNORD116-21	0
SNORD116-22	0.273561797
SNORD116-23	0
SNORD116-24	0.273561797
SNORD116-25	0.273561797
SNORD116-26	0
SNORD116-27	0
SNORD116-28	0
SNORD116-29	0
SNORD116-3	0
SNORD116-30	0
SNORD116-4	0.262163389
SNORD116-5	0
SNORD116-6	0
SNORD116-7	0
SNORD116-8	0
SNORD116-9	0
SNORD117	3.311537548
SNORD118	0
SNORD11B	0
SNORD12	0
SNORD121A	0.306922992
SNORD121B	0
SNORD123	0
SNORD124	1.935975797
SNORD125	0
SNORD126	0
SNORD127	0
SNORD12B	2.765679711
SNORD12C	0.282782982
SNORD13	0
SNORD13E	0
SNORD13P1	0
SNORD13P3	0.241996975
SNORD14A	8.297039132
SNORD14B	0
SNORD14C	0
SNORD14D	0
SNORD14E	3.553084993
SNORD15A	0.340103856
SNORD15B	0.861907033
SNORD16	0
SNORD17	1.592891479
SNORD18A	0
SNORD18B	0
SNORD18C	0
SNORD19	3.701130201
SNORD19B	0
SNORD1A	0
SNORD1B	1.198461208
SNORD1C	0
SNORD2	0
SNORD20	0
SNORD21	0
SNORD22	0
SNORD23	0
SNORD24	0
SNORD25	0
SNORD26	0
SNORD27	0
SNORD28	0
SNORD28B	0
SNORD30	0.359538362
SNORD31B	0
SNORD32A	0
SNORD32B	0.299615302
SNORD33	0
SNORD34	0
SNORD35A	0
SNORD35B	0
SNORD36A	0
SNORD36B	0
SNORD36C	1.906642831
SNORD37	0
SNORD38A	0
SNORD38B	0
SNORD38B	0
SNORD38C	0
SNORD3A	0.036005272
SNORD3B-1	0.033202751
SNORD3B-2	0.031817554
SNORD3C	0
SNORD3D	0
SNORD3D	0
SNORD3E	0
SNORD3E	0
SNORD3G	0
SNORD3H	0
SNORD3J	0
SNORD41	0
SNORD42A	0
SNORD42B	0
SNORD43	0
SNORD45A	0
SNORD45B	0
SNORD45C	0
SNORD46	2.419969747
SNORD48	0.393245084
SNORD49A	0
SNORD49B	0
SNORD4A	0
SNORD4B	0
SNORD5	0
SNORD50B	0
SNORD51	2.831364604
SNORD52	0
SNORD53	0.322662633
SNORD53B	1.290650532
SNORD54	0
SNORD55	0
SNORD56	0
SNORD56B	0
SNORD57	0
SNORD58A	0
SNORD58B	0
SNORD58C	0
SNORD59A	0.671138276
SNORD6	7.240019078
SNORD60	2.425800999
SNORD61	0
SNORD62A	0
SNORD62B	2.341180034
SNORD63	1.11033906
SNORD63B	9.707535784
SNORD64	0
SNORD65	0
SNORD65B	0
SNORD65C	0
SNORD66	0.993461264
SNORD67	0.906943617
SNORD68	0
SNORD69	0.326853057
SNORD7	1.556764043
SNORD70	0
SNORD71	0
SNORD72	0.629192134
SNORD73A	0
SNORD73B	0.699102371
SNORD74B	0
SNORD77B	0
SNORD8	0.22879714
SNORD82	0
SNORD83A	1.324615019
SNORD83B	0
SNORD84	0
SNORD86	0
SNORD87	0
SNORD88A	0.553135942
SNORD88B	0
SNORD88C	0
SNORD89	2.207691699
SNORD9	0.483993949
SNORD90	0
SNORD91A	0.131767986
SNORD91B	0.226735904
SNORD92	0
SNORD93	1.360415425
SNORD94	5.694877711
SNORD95	0
SNORD96A	0
SNORD96B	0
SNORD97	0
SNORD99	6.46197327
SNPH	0.085788666
SNRK	2.59211657
SNRK-AS1	0.167784569
SNRNP200	53.15251143
SNRNP25	10.19044515
SNRNP27	22.00374778
SNRNP35	4.299071547
SNRNP40	11.24472209
SNRNP48	3.842427632
SNRNP70	30.79871318
SNRPA	29.38894899
SNRPA1	17.64276009
SNRPB	125.5233384
SNRPB2	26.49992188
SNRPBP1	0
SNRPC	100.2568641
SNRPCP1	0
SNRPCP10	0
SNRPCP11	0
SNRPCP13	0
SNRPCP14	0
SNRPCP15	0
SNRPCP16	0.119846121
SNRPCP17	0
SNRPCP18	0
SNRPCP19	0
SNRPCP2	0.211938403
SNRPCP20	0.119846121
SNRPCP3	0.528732886
SNRPCP4	0
SNRPCP5	0
SNRPCP6	0.119846121
SNRPCP8	0
SNRPCP9	0.243166042
SNRPD1	15.30363431
SNRPD2	88.99468843
SNRPD2P1	0.142190313
SNRPD2P2	0
SNRPD3	44.06323531
SNRPE	84.38175107
SNRPEP10	0
SNRPEP2	6.675300061
SNRPEP3	0.455936329
SNRPEP4	3.157236516
SNRPEP5	0.271593727
SNRPEP6	0.36343228
SNRPEP7	0
SNRPEP8	0
SNRPEP9	0
SNRPF	34.93536082
SNRPFP1	0.499358837
SNRPFP2	0
SNRPFP3	0
SNRPFP4	0.3119961
SNRPG	66.17909467
SNRPGP1	0
SNRPGP10	4.586111556
SNRPGP11	0
SNRPGP12	0
SNRPGP13	0
SNRPGP14	0.229841875
SNRPGP15	6.915445078
SNRPGP16	0
SNRPGP17	0
SNRPGP18	0
SNRPGP19	0
SNRPGP2	33.51979334
SNRPGP20	0
SNRPGP3	0
SNRPGP4	0.439610225
SNRPGP5	0.22879714
SNRPGP6	0
SNRPGP7	0
SNRPGP8	0
SNRPGP9	0.335569138
SNRPN	10.01016879
SNTA1	4.857298798
SNTB1	3.457898968
SNTB2	2.367673894
SNTG1	0
SNTG2	0.005631615
SNTN	0.075757384
SNU13	62.24928222
SNUPN	6.893197101
SNURF	0.12851584
SNURFL	0
SNW1	44.01240373
SNX1	17.05380889
SNX10	6.452885788
SNX11	7.586598445
SNX12	24.26572208
SNX13	2.756212589
SNX14	5.586128054
SNX15	0.204823482
SNX16	2.074559748
SNX17	43.0691625
SNX18	4.56812278
SNX18P10	0
SNX18P12	0.033159006
SNX18P13	0
SNX18P14	0
SNX18P1Y	0
SNX18P2	0
SNX18P23	0
SNX18P24	0
SNX18P25	0
SNX18P26	0
SNX18P27	0
SNX18P3	0.232079066
SNX18P4	0
SNX18P5	0
SNX18P7	0.118902451
SNX18P8	0
SNX18P9	0
SNX19	12.36773155
SNX19P1	0
SNX19P2	0.059297811
SNX19P3	0.025379179
SNX2	11.63132803
SNX20	0.704205308
SNX21	2.828733943
SNX22	0.72007423
SNX24	2.275725916
SNX25	2.799471024
SNX25P1	0.844958262
SNX27	10.16549338
SNX29	1.962535919
SNX29P1	0.031578024
SNX29P2	0
SNX2P2	0
SNX3	56.30620597
SNX30	3.636684887
SNX31	0.199806965
SNX32	0.558435782
SNX33	3.897094138
SNX33P1	0
SNX3P1X	0
SNX3P1Y	0
SNX4	36.96648951
SNX5	13.79428398
SNX5P1	0.120882254
SNX6	26.21608347
SNX6P1	0.164494676
SNX7	2.934403567
SNX8	6.064134825
SNX9	5.525406602
SOAT1	10.92575749
SOAT2	0.036938873
SOBP	0.156751227
SOCS1	3.389933131
SOCS2	2.48111184
SOCS2-AS1	0.903556838
SOCS2P1	0
SOCS2P2	0
SOCS3	14.38810981
SOCS4	5.817548172
SOCS5	5.714474449
SOCS5P1	0
SOCS5P2	0.222231217
SOCS5P3	0
SOCS5P4	0.658924074
SOCS5P5	0
SOCS6	2.653878587
SOCS7	4.802324838
SOD1	184.3386484
SOD1P1	0
SOD1P2	0
SOD1P3	0.05543543
SOD2	8.262848717
SOD2P1	0
SOD3	2.625576199
SOGA1	5.702989519
SOGA3	0.011638236
SOHLH1	0
SOHLH2	0.148088764
SON	29.10562946
SORBS1	0.139574926
SORBS2	0.621294325
SORBS3	9.382671615
SORCS1	0.002525862
SORCS2	0.346618431
SORCS3	0
SORCS3-AS1	0
SORD	10.2566797
SORD2P	0.787515579
SORL1	4.420423323
SORT1	1.548206164
SOS1	8.621080176
SOS1-IT1	0.66230751
SOS2	9.068782562
SOST	1.925875054
SOSTDC1	21.3309618
SOWAHA	0.031351835
SOWAHB	0.625284108
SOWAHC	4.712523436
SOWAHD	0.340542134
SOX1	1.301776829
SOX10	0
SOX11	0.049071069
SOX12	5.686728244
SOX13	4.785930465
SOX14	0
SOX15	5.667220521
SOX17	0.440595687
SOX18	2.781407288
SOX1-OT	0.138537718
SOX2	128.1619059
SOX21	10.47294611
SOX21-AS1	4.272457692
SOX2-OT	1.405269951
SOX3	0
SOX30	0.087010148
SOX4	20.526439
SOX5	0.405062353
SOX5-AS1	0
SOX5P1	0
SOX6	0.101255202
SOX7	1.212994786
SOX8	0.079500811
SOX9	2.289715721
SOX9-AS1	0.039986042
SP1	17.33372565
SP100	5.110129173
SP110	1.048500803
SP140	0.491450682
SP140L	5.683887881
SP2	8.679057328
SP2-AS1	1.740159992
SP3	9.962208791
SP3P	2.693490783
SP4	1.626977415
SP5	0
SP6	1.784898422
SP7	0.029487622
SP8	0.135382923
SP9	0.581399153
SPA17	0.947716875
SPA17P1	0
SPAAR	0.405930409
SPACA1	0
SPACA3	0
SPACA4	0.59553165
SPACA5	0
SPACA5B	0
SPACA6	0.965865118
SPACA6P-AS	0.050818143
SPACA7	0
SPACA9	2.656737598
SPAG1	2.031338403
SPAG11A	0
SPAG11B	0
SPAG16	0.387101374
SPAG17	0.260845985
SPAG4	5.213306254
SPAG5	18.77457816
SPAG5-AS1	0.872829766
SPAG6	0.084172861
SPAG7	11.0058617
SPAG8	1.109523234
SPAG9	5.993708569
SPAM1	0
SPANXA1	0
SPANXA2	0
SPANXA2-OT1	0.044782358
SPANXB1	0
SPANXC	0
SPANXD	0
SPANXN1	0
SPANXN2	0
SPANXN3	0
SPANXN4	0.080536593
SPANXN5	0
SPARC	71.56979126
SPARCL1	31.04521212
SPART	15.35201224
SPART-AS1	0.992528437
SPAST	13.40216662
SPATA1	0.075086666
SPATA12	0.43806166
SPATA13	2.408487783
SPATA13-AS1	0
SPATA16	0.023900936
SPATA17	1.309569507
SPATA17-AS1	0
SPATA18	0.514457847
SPATA19	0.224211005
SPATA2	6.212351376
SPATA20	26.57767936
SPATA20P1	0.057460469
SPATA21	0.011170744
SPATA22	0
SPATA24	2.717441111
SPATA25	1.595837381
SPATA2L	1.054568605
SPATA2P1	0
SPATA3	0
SPATA31A1	0
SPATA31A3	0
SPATA31A5	0
SPATA31A6	0.011686875
SPATA31A7	0
SPATA31B1P	0
SPATA31C1	0.00540427
SPATA31C2	0
SPATA31D1	0
SPATA31D2P	0
SPATA31D3	0
SPATA31D4	0
SPATA31D5P	0
SPATA31E1	0
SPATA31E2P	0
SPATA31E3P	0
SPATA32	0.310392831
SPATA33	0.889147255
SPATA3-AS1	0.115854495
SPATA4	0.040856632
SPATA41	0.168345722
SPATA42	0.041394219
SPATA45	0.149215526
SPATA46	0.067509886
SPATA48	0.012410101
SPATA5	1.0131771
SPATA5L1	4.566538331
SPATA6	0.271212639
SPATA6L	0.943659987
SPATA7	0.175792913
SPATA8	0
SPATA8-AS1	0
SPATA9	0.062672998
SPATC1	0.100319623
SPATC1L	7.109089008
SPATS1	0
SPATS2	5.305819049
SPATS2L	4.47071847
SPC24	15.69101906
SPC25	7.35481517
SPCS1	13.17001717
SPCS2	15.75723292
SPCS2P1	0
SPCS2P2	0
SPCS2P3	0.038365374
SPCS2P4	1.256536421
SPCS3	12.60042219
SPDEF	0.262985218
SPDL1	3.608931228
SPDYA	0.72258643
SPDYC	0.050792503
SPDYE1	0.589051149
SPDYE10P	0.011235574
SPDYE11	0
SPDYE12P	1.599502702
SPDYE13P	0.031538453
SPDYE14P	0
SPDYE15P	0
SPDYE16	0.058871779
SPDYE17	0
SPDYE18	0.264923004
SPDYE19P	0.141193186
SPDYE2	0.570888616
SPDYE20P	0
SPDYE21P	0.152162548
SPDYE22P	0
SPDYE2B	0.145758796
SPDYE3	2.503974506
SPDYE4	0.023676092
SPDYE5	0.136246116
SPDYE6	0.208366408
SPDYE7P	0.059828095
SPDYE8P	0
SPDYE9P	0
SPECC1	0.841008498
SPECC1L	3.913980562
SPECC1L-ADORA2A	0.012170061
SPEF1	0.143815345
SPEF2	0.12003128
SPEG	1.568237681
SPEM1	0
SPEM2	0.030487808
SPEN	6.605239525
SPERT	0.663242532
SPESP1	6.703986719
SPG11	8.240596213
SPG21	26.25424206
SPG7	7.44012839
SPHAR	0
SPHK1	4.171817411
SPHK2	1.419844457
SPHKAP	0
SPI1	4.999477373
SPIB	9.276946393
SPIC	0.111164688
SPICE1	5.530488725
SPIDR	14.52771567
SPIN1	22.82710087
SPIN2A	0.400731577
SPIN2B	2.179610099
SPIN3	3.330017776
SPIN4	2.970972817
SPIN4-AS1	0.059079074
SPINDOC	16.09404889
SPINK1	0.391119435
SPINK13	0
SPINK14	0.085604372
SPINK2	0.130402515
SPINK4	0
SPINK5	2.091083651
SPINK6	0
SPINK7	0.065159056
SPINK8	0.28341988
SPINK9	0
SPINT1	73.60588727
SPINT1-AS1	7.637651088
SPINT2	226.1993526
SPINT3	0
SPINT4	0
SPINT5P	0
SPIRE1	2.103716977
SPIRE2	1.839844585
SPN	0.484125077
SPNS1	0.982283079
SPNS2	2.44881395
SPNS3	0.178161707
SPO11	0
SPOCD1	1.097644993
SPOCK1	1.198461208
SPOCK2	1.689594953
SPOCK3	0.780523933
SPON1	0.414364087
SPON1-AS1	0
SPON2	1.657476036
SPOP	12.21303353
SPOPL	3.556472546
SPOUT1	11.67697311
SPP1	515.227303
SPP2	0
SPPL2A	8.835266756
SPPL2B	11.78257135
SPPL2C	0
SPPL3	13.05535957
SPR	44.79167788
SPRED1	4.156019714
SPRED2	10.70871828
SPRED3	0.772541502
SPRN	1.528727692
SPRR1A	23.58305332
SPRR1B	21.06778823
SPRR2A	17.21625868
SPRR2B	0.53027538
SPRR2C	0.229841875
SPRR2D	1.785786568
SPRR2E	6.171911943
SPRR2F	3.363082773
SPRR2G	1.329279157
SPRR3	4.226634184
SPRR4	0.309016601
SPRTN	3.43466888
SPRY1	2.413252697
SPRY2	2.162200751
SPRY3	0.251146655
SPRY4	2.59316286
SPRY4-AS1	0.138971206
SPRY4-IT1	0
SPRYD3	14.15727515
SPRYD4	2.365234741
SPRYD7	7.279037145
SPRYD7P1	0
SPSB1	10.68683672
SPSB2	4.700978751
SPSB3	0.4178845
SPSB4	0.020187983
SPTA1	0.005020985
SPTAN1	13.44074683
SPTB	0.028963624
SPTBN1	13.70730291
SPTBN2	8.156015801
SPTBN4	0.093705989
SPTBN5	0.795542008
SPTLC1	21.98904386
SPTLC1P1	0
SPTLC1P2	0
SPTLC1P3	0.09717253
SPTLC1P4	0.09679879
SPTLC1P5	0
SPTLC2	9.031518723
SPTLC3	0.035447444
SPTSSA	77.98629189
SPTSSB	19.17313921
SPTY2D1	3.906125356
SPTY2D1OS	0.24648764
SPX	0.014985225
SPZ1	0
SQLE	21.33845565
SQOR	8.305010165
SQSTM1	52.5450238
SQSTM1P1	0
SRA1	6.878487257
SRARP	0
SRBD1	3.81132044
SRC	12.80563583
SRCAP	13.82201691
SRCIN1	0.971475246
SRD5A1	1.458192529
SRD5A1P1	0
SRD5A2	0.016244203
SRD5A3	3.644189736
SRD5A3-AS1	0.083110072
SRD5A3P1	0
SREBF1	18.37585795
SREBF2	43.03184632
SREK1	3.823446061
SREK1IP1	2.60125075
SRF	20.33419605
SRFBP1	3.73753476
SRGAP1	0.899351994
SRGAP2	2.930208982
SRGAP2-AS1	0
SRGAP2B	0.295885651
SRGAP2C	0.506038811
SRGAP2D	0.246500346
SRGAP3	2.248919676
SRGAP3-AS1	0.058803003
SRGAP3-AS2	0.03497941
SRGAP3-AS3	0
SRGAP3-AS4	0.066757786
SRGN	17.82367226
SRGNP1	0
SRI	22.94019374
SRIP1	0
SRIP2	0
SRIP3	0
SRL	0.048552182
SRM	18.64371213
SRMP1	0.028438063
SRMP2	0.054951278
SRMS	0.547845394
SRP14	94.62045501
SRP14-AS1	2.843140927
SRP14P1	0.212684665
SRP14P2	1.225933098
SRP14P3	0.076965399
SRP19	6.07017962
SRP54	21.54374502
SRP54-AS1	0.875242429
SRP68	18.45827886
SRP68P1	0
SRP68P2	0
SRP68P3	0
SRP72	16.16583069
SRP72P1	0.043144603
SRP72P2	0.0508695
SRP9	193.010513
SRP9P1	3.953544445
SRPK1	17.93554864
SRPK2	19.3689173
SRPK2P	0.045759428
SRPK3	1.469529689
SRPRA	53.73575635
SRPRB	45.13926727
SRPX	0.430649875
SRPX2	3.475436282
SRR	0.834605918
SRRD	3.117553061
SRRM1	14.23231375
SRRM1P2	0
SRRM1P3	0.046989704
SRRM2	65.39690052
SRRM2-AS1	0.549925525
SRRM3	4.309961542
SRRM4	0
SRRM5	0.998125402
SRRT	48.56353935
SRSF1	72.9938228
SRSF10	12.81281793
SRSF10P1	0.032941997
SRSF11	23.70330806
SRSF12	0.32649372
SRSF1P1	0
SRSF2	98.00131511
SRSF3	50.51569554
SRSF4	26.01587
SRSF5	63.56989933
SRSF6	43.07493461
SRSF7	54.34229023
SRSF8	9.8346417
SRSF9	38.2892991
SRSF9P1	0.047486199
SRXN1	4.225708477
SRY	0
SS18	14.28380841
SS18L1	7.104658727
SS18L2	12.8643434
SS18L2P1	0
SS18L2P2	0
SSB	26.50654913
SSBP1	33.44254583
SSBP2	4.576753844
SSBP3	3.148970008
SSBP3-AS1	0.316514336
SSBP4	15.84193242
SSC4D	2.151618366
SSC5D	0.285605399
SSFA2	10.77151719
SSH1	3.199414085
SSH2	4.094140442
SSH3	18.35215728
SSMEM1	0.021715
SSNA1	54.39879246
SSPN	0.291489099
SSPO	0.32495167
SSR1	19.58151923
SSR1P1	0
SSR1P2	0
SSR2	49.08663578
SSR3	55.84539132
SSR4	27.8708812
SSR4P1	0.124119844
SSRP1	42.95184134
SSSCA1	12.35823594
SSSCA1-AS1	1.892112288
SST	0
SSTR1	0.011719528
SSTR2	0.169878671
SSTR3	0.016700521
SSTR4	0.01763678
SSTR5	0
SSTR5-AS1	0.031287525
SSU72	14.94433534
SSU72P1	0.043169272
SSU72P6	0
SSU72P8	0
SSUH2	0.016032926
SSX1	0
SSX2	0
SSX2B	0
SSX2IP	1.948973436
SSX3	0
SSX4	0
SSX4B	0
SSX5	0
SSX6	0
SSX7	0
SSX8	0
SSX9	0
SSXP1	0
SSXP10	0
SSXP3	0
SSXP4	0
SSXP5	0
SSXP9	0
ST13	48.15663935
ST13P10	0.023260338
ST13P11	0.069910237
ST13P12	0.023005197
ST13P13	0.092189324
ST13P14	0
ST13P15	0.159145255
ST13P16	0
ST13P18	0.122530114
ST13P19	0
ST13P2	0.022694035
ST13P20	0.047263259
ST13P21	0
ST13P3	0.226735904
ST13P4	0.207236202
ST13P5	0.272083085
ST13P6	0.27405828
ST14	36.75060631
ST18	0.159089981
ST20	2.05832371
ST20-AS1	0.631724994
ST20-MTHFS	0
ST3GAL1	6.717918078
ST3GAL1P1	0.049640405
ST3GAL2	1.20879277
ST3GAL3	2.837949667
ST3GAL4	7.085281188
ST3GAL5	0.689401365
ST3GAL5-AS1	0.064285276
ST3GAL6	0.700436536
ST3GAL6-AS1	0.089564717
ST5	2.690174542
ST6GAL1	4.31516756
ST6GAL2	0.045711935
ST6GAL2-IT1	0
ST6GALNAC1	8.379496172
ST6GALNAC2	10.34279317
ST6GALNAC2P1	0
ST6GALNAC3	0.135627985
ST6GALNAC4	9.167544708
ST6GALNAC4P1	0.655671162
ST6GALNAC5	0.501818732
ST6GALNAC6	9.897297788
ST7	6.827602571
ST7-AS1	0.66616425
ST7-AS2	0.008781467
ST7L	1.151178803
ST7-OT4	0.075578635
ST8SIA1	0.16856076
ST8SIA2	0.089534371
ST8SIA3	0.002085489
ST8SIA4	5.311886378
ST8SIA5	0.004782004
ST8SIA6	0.028741171
ST8SIA6-AS1	0.049787706
STAB1	4.16450555
STAB2	0.040645487
STAC	0.028625666
STAC2	0.479099305
STAC3	4.754963457
STAG1	13.6872946
STAG2	14.70343705
STAG3	0.507282951
STAG3L1	0.240379039
STAG3L2	5.50251176
STAG3L3	1.250096337
STAG3L4	8.060502191
STAG3L5P	11.01310626
STAG3L5P-PVRIG2P-PILRB	3.315700822
STAM	4.613300306
STAM2	4.447907849
STAM-AS1	0.35884561
STAMBP	10.27892995
STAMBPL1	0.648795305
STAP1	0.395383577
STAP2	25.37696113
STAR	0.607979657
STARD10	5.870660942
STARD13	0.552080843
STARD13-AS	0
STARD13-IT1	0
STARD3	11.24741908
STARD3NL	5.73045274
STARD4	3.710506745
STARD4-AS1	0.334261803
STARD5	0.801999124
STARD6	0.094615359
STARD7	97.75142681
STARD7-AS1	4.114257633
STARD8	0.339614322
STARD9	0.171382384
STARP1	0
STAT1	36.46050437
STAT2	24.78042683
STAT3	18.08177667
STAT4	0.858662207
STAT5A	6.455944317
STAT5B	10.04833599
STAT6	32.26484849
STATH	0.023132064
STAU1	33.29462236
STAU2	4.122823764
STAU2-AS1	0.48590529
STBD1	0.338512727
STC1	2.341462172
STC2	10.14428571
STEAP1	41.66219916
STEAP1B	1.293158272
STEAP2	11.83444345
STEAP2-AS1	0.479186062
STEAP3	7.370457617
STEAP3-AS1	0.062567273
STEAP4	0.499101275
STH	0.113113193
STIL	2.847804201
STIM1	4.698203257
STIM2	6.611571709
STIMATE	0.311850901
STIP1	55.23163935
STIP1P3	0.092984059
STK10	1.762264438
STK11	6.811210602
